kitchen_features,floor_covering,Dishwasher,Garbage Disposal,Refigerator,Microwave,Oven,Gas Range,Electric Range,Double Sink,Island,Pantry,Wood,Stone,Carpet,Ceramic,Tile
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Appliance Color: Stainless, Countertops: granite, Microwave: convection, Oven: gas","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Appliance Color: Stainless, Countertops: Granite, Microwave: Built In, convection, Oven: Wall, convection","Ceramic Tile, Natural Stone, Wood",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-in, Oven: Built-in",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Electric Range, Garbage Disposal, Refrigerator, Appliance Color: Black, Countertops: Corian, Oven: Double","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Appliance Color: Stainless, Countertops: Granite","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: granite, Oven: -","Carpet, Concrete, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Wood,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Gas Range, Island, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless","Carpet, Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Water Purifier, Countertops: Corian, Missing: Custom oak cabinets, Oven: Gas","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Microwave: GE Profile, Oven: GE Profile",Ceramic Tile,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Gas Range, Appliance Color: Stainless, Countertops: Granite, Microwave: Built In","Carpet, Ceramic Tile, Laminate",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Oven","Concrete, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Ceramic Tile, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Slab Granite, Microwave: SS, Oven: Wolf SS","Carpet, Ceramic Tile, Other: Lux Vinyl",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Closet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite, Microwave, Oven",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven",Mexican Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Mexican Tile, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven",Natural Stone,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Other",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Black, Countertops: Wood, Oven: Double","Carpet, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite/Quartz",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: GRANITE, Microwave: BUILT IN, Oven: BUILT IN","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite","Carpet, Ceramic Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: concrete, Oven: freestanding","Carpet, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: corian, Oven: stainless","Mexican Tile, Wood, Other: scored concrete",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Electric Range, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Water Purifier, Appliance Color: Stainless, Microwave: Built In, Oven: Electric","Mexican Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Electric Range, Refrigerator, Appliance Color: White, Countertops: granite",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Black, Oven: built in","Ceramic Tile, Mexican Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built In, Oven: Gas","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Electric Range, Garbage Disposal, Pantry: Butler, Refrigerator, Microwave, Oven","Carpet, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: MICROWAVE, Oven: OVEN","Concrete, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Countertops: Quartz, Microwave: built-in, Oven: Free-standing",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Desk, Dishwasher, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Appliance Color: Black, Countertops: Tile, Microwave: Built in, Oven: Built in","Carpet, Ceramic Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Compactor, Dishwasher, Island, Refrigerator, Microwave: Built-in, Oven: Gas","Carpet, Ceramic Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Appliance Color: Other, Countertops: Granite, Microwave: yes, Oven: yes","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite/Quartz, Microwave: combo","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Desk, Dishwasher, Electric Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: Built in/Convection, Oven: Built in/Convection","Carpet, Ceramic Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Refrigerator, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Ceramic Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Oven","Carpet, Concrete, Natural Stone, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Concrete/Wood",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in, Oven: Built in",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite/Quartz, Microwave: Stainless, Oven: Stainless",Concrete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: Stainless","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
None,"Carpet, Ceramic Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Lazy Susan, Appliance Color: Stainless, Countertops: Porcelain Tile, Microwave: Included, Oven: Included","Ceramic Tile, Other: Bamboo",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: quartz, Microwave: SS, Oven: SS","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Black, Countertops: GRANITE SLABS, Microwave: BUILT IN, Oven: BUILT IN","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Gas Range, Pantry: Walk-In, Appliance Color: Stainless, Microwave: Stainless","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Electric Range, Garbage Disposal, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-In","Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Oven","Carpet, Ceramic Tile, Wood",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Mexican Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Compactor, Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Concrete",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
None,Concrete,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Refrigerator, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Concrete, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Ceramic Tile,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Refrigerator, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Refrigerator, Oven","Carpet, Ceramic Tile, Concrete",False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Concrete",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Ceramic Tile, Vinyl, Wood",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Oven","Concrete, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Ceramic Tile, Concrete, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Refrigerator,Other,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Concrete, Other",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Concrete",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Concrete, Mexican Tile, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Oven","Carpet, Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Oven","Ceramic Tile, Concrete, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Refrigerator, Oven",Concrete,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Concrete",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Refrigerator, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Oven","Concrete, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Freezer, Refrigerator, Oven","Carpet, Ceramic Tile, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Refrigerator, Oven","Carpet, Ceramic Tile, Other",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Other",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Oven","Ceramic Tile, Other",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Ceramic Tile, Concrete, Wood",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Oven",Ceramic Tile,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Ceramic Tile, Concrete",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Refrigerator, Microwave, Oven","Carpet, Other",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Garbage Disposal, Microwave, Oven","Ceramic Tile, Natural Stone",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dishwasher, Garbage Disposal, Oven","Carpet, Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Concrete, Mexican Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Wood",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Natural Stone,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Dishwasher, Garbage Disposal, Microwave, Oven","Carpet, Other",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Wood",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
