,Value,Input
58762,0,
58763,0,ext golden gate park night
58764,0,a garbage truck is stopped as two garbage men empty
58765,0,park trash cans into the rear of the truck
58766,0,st garbage man
58767,0,so i told her if you think im
58768,0,laying out sixty bucks for a goddam
58769,0,toaster oven you got another thing
58770,0,coming
58771,0,nd garbage man
58772,0,so whatd she say
58773,0,before he can answer a mighty wind comes up were
58774,0,talking hurricane gloria at mph its all they
58775,0,can do to hang on to the truck for dear life squinting
58776,0,in the direction of the wind after a couple of moments
58777,0,the wind dies as quickly as it arose
58778,0,st garbage man
58779,0,what the fuck was that
58780,0,but both are now taken by a weird sound and they look
58781,0,to see
58782,0,ext park night ilm
58783,0,the ramp of the bird of prey descends the only visible
58784,0,part of the ship kirk and his crew descend backlit
58785,0,back to the truck
58786,0,the garbage men stare in disbelief number one starts
58787,0,for the cab grabs number two whos frozen and they
58788,0,scramble into the truck fumble for the starter and
58789,0,roar away
58790,0,int truck
58791,0,number two
58792,0,did you see that
58793,0,number one
58794,0,no and neither did you so shut up
58795,0,back to ramp
58796,0,as the truck roars off in the distance kirk and the
58797,0,crew reach the ground the ramp closes restoring
58798,0,normal light
58799,0,kirk
58800,0,well stick together till we get
58801,0,orientated bearing to the whales
58802,0,uhura
58803,0,with tricorder
58804,0,degrees kilometers
58805,0,kirk
58806,0,everyone remember where we parked
58807,0,
58808,0,and they move off
58809,0,cut to
58810,0,ext downtown san francisco various shots day
58811,0,culture shock bustling traffic and people our
58812,0,doughty band moves through the scene in awe and wonder
58813,0,taking in sights and sounds they are little noticed
58814,0,by passersby their dress may be a little odd but this
58815,0,is san francisco now they stop in front of a news
58816,0,machine
58817,0,pov the headline san francisco chronicle
58818,0,nuclear arms talks stalled
58819,0,back to scene
58820,0,bones
58821,0,its a miracle these people ever got
58822,0,out of the rd century
58823,0,a man steps to the machine inserts coins takes a
58824,0,paper kirk frowns
58825,0,kirk
58826,0,damn theyre still using money
58827,0,were going to need some
58828,0,he looks around in thought sees
58829,0,his pov antique store we buy and sell
58830,0,back to scene
58831,0,kirk
58832,0,you people wait here and spread
58833,0,out we look like a cadet review
58834,0,spock
58835,0,the group spreads out self consciously as spock
58836,0,follows kirk across the street in midstreet a car
58837,0,squeals to a stop to avoid hitting kirk
58838,0,car driver
58839,0,watch were youre going you dumb
58840,0,ass
58841,0,kirk
58842,0,flustered
58843,0,and double dumb ass on you
58844,0,spock reacts to this language
58845,0,a ext the other side of the street a
58846,0,the rest of the crew having spread out per kirks
58847,0,instructions are waiting as a young japanese boy
58848,0,passes sulu does a double take and comes up to him
58849,0,the scene will be played in japanese with english
58850,0,subtitles
58851,0,the boy
58852,0,in wonder
58853,0,ojichan akira ojichaan dewa naino
58854,0,koko de nani shiteru no
58855,0,translation
58856,0,uncle akira is that you what
58857,0,are you doing here
58858,0,sulu
58859,0,in classical japanese
58860,0,gomen nasarei hito chigai de
58861,0,gozaranuka na
58862,0,translation
58863,0,im sorry my son you have mis
58864,0,taken me for someone else
58865,0,the boy
58866,0,ah chigaau hito da hanashi kata ga
58867,0,okashii
58868,0,translation
58869,0,yes this must be true you talk
58870,0,funny
58871,0,he starts to back away apologetically but sulu stops him
58872,0,sulu
58873,0,chotto omachi nasarei namae
58874,0,wa nanto moosareruka na
58875,0,translation
58876,0,wait my son what is your name
58877,0,the boy
58878,0,sulu hikaru
58879,0,sulu
58880,0,visibly moved
58881,0,ah sorenara mazu mazu nagaiki wo
58882,0,sareru to mira
58883,0,translation
58884,0,ah then i am sure that you will
58885,0,have a long and happy life
58886,0,the boy
58887,0,arigato sayonara
58888,0,translation
58889,0,thank you honorable sir
58890,0,the boy departs and bones steps to sulu
58891,0,
58892,0,bones
58893,0,who was that
58894,0,sulu
58895,0,that doctor was my great
58896,0,great grandfather
58897,0,on mccoys reaction we cut to
58898,0,int antique store day
58899,0,the owner examines kirks glasses now shattered
58900,0,owner
58901,0,yes theyre eighteenth century
58902,0,american quite valuable are you
58903,0,sure you want to part with them
58904,0,kirk
58905,0,how much will you give me
58906,0,as the owner examines the glasses
58907,0,spock
58908,0,werent those a birthday present from
58909,0,dr mccoy
58910,0,kirk
58911,0,and they will be again spock
58912,0,thats the beauty of it
58913,0,to owner
58914,0,how much
58915,0,
58916,0,owner
58917,0,theyd be worth more if the lenses
58918,0,were intact ill give you bucks
58919,0,take it or leave it
58920,0,kirk
58921,0,brightly
58922,0,is that a lot
58923,0,ext another street corner
58924,0,as kirk divides the money
58925,0,kirk
58926,0,thats all there is so nobody
58927,0,splurge are we set
58928,0,they are
58929,0,then good hunting
58930,0,and they divide into teams and start off we stay with
58931,0,kirk and spock as they begin walking
58932,0,
58933,0,kirk
58934,0,continuing
58935,0,well spock thanks to your restored
58936,0,memory and a little bit of luck we
58937,0,are in the streets of san
58938,0,francisco looking for a pair of
58939,0,humpback whales
58940,0,then
58941,0,how do you propose to solve this
58942,0,minor problem
58943,0,spock
58944,0,simple logic will suffice we need
58945,0,a map
58946,0,gestures
58947,0,that one should do
58948,0,he leads kirk to a system map in a bus stop enclosure
58949,0,spock
58950,0,continuing
58951,0,i will juxtapose our coordinates on
58952,0,this map and find our destination
58953,0,he starts to but the map is diagrammatic and very
58954,0,puzzling to spock as he struggles with its illogic a
58955,0,bus pulls up on the side is an ad see george and
58956,0,gracie the only two humpback whales in captivity at
58957,0,the cetacean institute sausalito kirk smiles
58958,0,kirk
58959,0,i think well find what were
58960,0,looking for at the cetacean
58961,0,institute in sausalito two
58962,0,humpbacks called george and
58963,0,gracie
58964,0,spock
58965,0,perplexed
58966,0,how do you know this
58967,0,kirk
58968,0,simple logic
58969,0,angle at bus door
58970,0,kirk followed by spock enters the door closes but
58971,0,the bus does not start camera pans along bus to the
58972,0,rear exit door which opens disgorging a frustrated
58973,0,kirk and a puzzled spock
58974,0,spock
58975,0,what does it mean exact change
58976,0,ext street day
58977,0,bones scotty and sulu
58978,0,bones
58979,0,would you mind telling me how we
58980,0,plan to convert this tank
58981,0,scotty
58982,0,ordinarily i could do it with a
58983,0,piece of transparent aluminum
58984,0,sulu
58985,0,youre about years too early for
58986,0,that
58987,0,scotty
58988,0,i know weve got to find the th
58989,0,century equivalent
58990,0,sulu
58991,0,points
58992,0,what about that
58993,0,they look off rack focus to a billboard cant find
58994,0,it try the yellow pages
58995,0,int phone booth close on phone book day
58996,0,a finger runs down one of the white pages finds some
58997,0,thing snaps the book shut widen to reveal chekov
58998,0,emerging from the booth uhura waiting
58999,0,
59000,0,uhura
59001,0,find it
59002,0,chekov
59003,0,yes under us government now
59004,0,we need directions
59005,0,he steps forward stops a passerby
59006,0,chekov
59007,0,continuing
59008,0,excuse me sir can you direct me
59009,0,to the navy base in alameda
59010,0,passerby
59011,0,hearing the accent
59012,0,the navy base
59013,0,chekov
59014,0,yes where they keep the nuclear
59015,0,wessels
59016,0,int bus day
59017,0,kirk and spock are riding across the golden gate
59018,0,bridge in front of them a punker listens to a ghetto
59019,0,blaster so loudly that every time kirk tries to talk
59020,0,he cant be heard finally he leans forward and
59021,0,shouts
59022,0,kirk
59023,0,excuse me can you please stop that
59024,0,sound
59025,0,in response the punker flips him the finger in
59026,0,response to which spock gives the punker a vulcan
59027,0,nerve pinch and disarms the radio other passengers
59028,0,applaud kirk and spock settle into their seats
59029,0,spock
59030,0,as you observed a primitive
59031,0,culture
59032,0,kirk
59033,0,yes
59034,0,spock
59035,0,admiral may i ask you a question
59036,0,kirk
59037,0,spock dont call me admiral dont
59038,0,you remember you used to call me
59039,0,jim now whats your question
59040,0,spock
59041,0,your use of language has altered
59042,0,since our arrival it is currently
59043,0,laced with shall i say more
59044,0,colorful metaphors double dumb
59045,0,ass on you and so forth
59046,0,kirk
59047,0,you mean profanity thats simply
59048,0,the way they talk here
59049,0,nobody pays any attention to you if
59050,0,you dont swear every other word
59051,0,youll find it in all the literature
59052,0,of the period
59053,0,spock
59054,0,for example
59055,0,kirk thinks
59056,0,kirk
59057,0,oh the complete works of jacqueline
59058,0,susan the novels of harold
59059,0,robbins
59060,0,spock
59061,0,ah the giants
59062,0,
59063,0,ext maritime cetacean institute day
59064,0,the bus pulls up and disgorges kirk spock and a few
59065,0,other visitors they head for the impressive building
59066,0,
59067,0,int institute main room day
59068,0,large beautiful with great hanging replicas of whales
59069,0,dominating a tour group has gathered and dr gillian
59070,0,taylor perkily attractive enters to take charge
59071,0,gillian
59072,0,good morning im your guide this
59073,0,morning my names dr gillian
59074,0,taylor but you can call me gillian
59075,0,im assistant director of the
59076,0,maritime cetacean institute please
59077,0,follow me and just give a yell if
59078,0,you cant hear okay
59079,0,she starts off all follow
59080,0,
59081,0,gillian
59082,0,continuing
59083,0,the cetacean institute is the only
59084,0,museum in the world exclusively
59085,0,devoted to whales as you can see
59086,0,we have a great seal to offer but
59087,0,that is small compared to what we
59088,0,know or rather what wee dont know
59089,0,about whales the first commonly
59090,0,held misconception is that whales
59091,0,are fish
59092,0,theyre not theyre mammals like
59093,0,us warmblooded needing air to
59094,0,breathe and producing milk to nurse
59095,0,their young they are very old
59096,0,mammals million years give
59097,0,or take
59098,0,during the spiel taylor notices kirk in an odd way
59099,0,they connect hes attractive even in his odd clothes
59100,0,and he pays stricter attention than the average joe
59101,0,a man
59102,0,do whales attack people like in
59103,0,moby dick
59104,0,gillian
59105,0,most whales dont even have teeth
59106,0,they strain vast amounts of tiny
59107,0,shrimp for food and that is the
59108,0,limit of their hostility un
59109,0,fortunately their principle enemy
59110,0,is far more aggressive
59111,0,kirk
59112,0,you mean man
59113,0,gillian
59114,0,to put it mildly since the dawn of
59115,0,time men have harvested whales for
59116,0,a variety of purposes most of which
59117,0,can be achieved synthetically at this
59118,0,point a hundred years ago using
59119,0,handthrown harpoons they did plenty
59120,0,of damage but that was nothing
59121,0,compared to what theyve achieved
59122,0,in this century
59123,0,gillian pushes a button and screens modern whalehunt
59124,0,footage pretty gruesome stuff
59125,0,gillian
59126,0,continuing still
59127,0,emotional for her
59128,0,this is mankinds legacy whales
59129,0,hunted to the brink of extinction
59130,0,virtually gone is the blue whale
59131,0,largest creature ever to inhabit
59132,0,the earth
59133,0,beat
59134,0,despite all attempts at banning
59135,0,whaling there are still countries
59136,0,and pirates currently engaged in
59137,0,slaughter of these inoffensive
59138,0,creatures where the humpback whale
59139,0,once numbered in the hundreds of
59140,0,thousands today there are less than
59141,0,thousand specimens alive and those
59142,0,that are taken are no longer fully
59143,0,grown in addition many of the
59144,0,females are killed still bearing
59145,0,unborn calves
59146,0,the pictures graphically illustrate what shes talking
59147,0,about
59148,0,spock
59149,0,to hunt a species to extinction is
59150,0,not logical
59151,0,
59152,0,gillian
59153,0,bitter
59154,0,whoever said the human race was
59155,0,logical
59156,0,then
59157,0,now if youll follow me ill
59158,0,introduce you to the institutes
59159,0,pride and joy
59160,0,they start after her
59161,0,ext whale tank day ilm elements
59162,0,gillian
59163,0,this is the largest sea water tank
59164,0,in the world and it contains the
59165,0,only two humpback whales in
59166,0,captivity
59167,0,the two whales undulate majestically they are
59168,0,colossal kirk and spock react in awe
59169,0,gillian
59170,0,continuing
59171,0,they are mature humpbacks weighing
59172,0,pounds each they wandered
59173,0,into san francisco bay as calves and
59174,0,were brought here we call them
59175,0,george and gracie
59176,0,kirk
59177,0,excited whisper
59178,0,its perfect spock a male a
59179,0,female together in a contained
59180,0,space can beam them up together
59181,0,and consider ourselves damn lucky
59182,0,spock reacts oddly to this
59183,0,gillian
59184,0,beautiful arent they and
59185,0,extremely intelligent why
59186,0,shouldnt they be theyre swimming
59187,0,around with the largest brains on
59188,0,earth now if youll follow me
59189,0,please
59190,0,the group enters the building spock hangs back kirk
59191,0,does not notice his absence
59192,0,
59193,0,a int building a
59194,0,as gillian continues the tour
59195,0,gillian
59196,0,despite all the things they are
59197,0,teaching us we have to return
59198,0,george and gracie to the open sea
59199,0,kirk
59200,0,whys that
59201,0,gillian
59202,0,well for one thing we simply dont
59203,0,have the money to keep feeding them
59204,0,a couple of tons of shrimp a day
59205,0,kirk
59206,0,how soon
59207,0,gillian
59208,0,soon its too bad because theyre
59209,0,very friendly as you can see ive
59210,0,grown quite attached to them this
59211,0,way
59212,0,she starts down a spiral staircase that winds around
59213,0,the tank the others follow minus spock
59214,0,angle next to tank window lower level
59215,0,gillian stops with her back to the tank
59216,0,gillian
59217,0,heres a much better way to see
59218,0,george and gracie underwater
59219,0,kirk has begun to look for spock but in vain
59220,0,int tank underwater
59221,0,as gillian continues her spiel camera moves in toward
59222,0,the whales and discovers spock in the water swimming
59223,0,to them he approaches one and looks it in the eye
59224,0,the great eye stares back
59225,0,closer angle underwater
59226,0,spock and the whale are a foot apart spock gently
59227,0,puts his hand on the whale a mind meld a shaft of
59228,0,back lightning makes the mood ethereal
59229,0,ext tank
59230,0,over speakers we hear whale song the crowd reacts
59231,0,gillian
59232,0,what youre hearing is whale song it
59233,0,is sung by the male hell sing any
59234,0,where from six to as long as thirty
59235,0,minutes and then start again in
59236,0,the ocean other whales will pick up
59237,0,the song and pass it on
59238,0,now kirk sees spock in the water behind gillian and is
59239,0,in mild shock he watches wildeyed as spock and whale
59240,0,move through the water in mid mindmeld
59241,0,gillian
59242,0,continuing
59243,0,the songs change every year but
59244,0,we still dont know what purpose
59245,0,they serve are they navigational
59246,0,part of the mating ritual or pure
59247,0,communication beyond our comprehension
59248,0,an older woman
59249,0,maybe hes singing to the man
59250,0,as the woman points gillian turns around to see
59251,0,pov spock and whale in tank
59252,0,back to scene
59253,0,
59254,0,gillian
59255,0,what the hell
59256,0,starts out
59257,0,excuse me wait right here
59258,0,she dashes up the stairs as kirk desperately pursues
59259,0,ext edge of tank day
59260,0,spock climbs out and is putting on his robe as gillian
59261,0,comes running to him from a distance followed but
59262,0,kirk
59263,0,gillian
59264,0,who the hell are you what were
59265,0,you doing in there
59266,0,spock turns to kirk for guidance but
59267,0,kirk
59268,0,you heard the lady
59269,0,spock gives it his best logical shot
59270,0,spock
59271,0,attempting the hell to communicate
59272,0,gillian
59273,0,communicate communicate what you
59274,0,have no right to be here
59275,0,spock hesitates
59276,0,kirk
59277,0,come on fellah speak up
59278,0,spock
59279,0,admiral if we were to assume these
59280,0,whales are ours to do with as we
59281,0,please we would be as guilty as
59282,0,those who caused their extinction
59283,0,gillian
59284,0,realizes they are
59285,0,together
59286,0,ohhhkay i dont know what this is
59287,0,about but i want you guys outta
59288,0,here right now or i call the cops
59289,0,kirk
59290,0,i assure you that wont be
59291,0,necessary we were only trying to
59292,0,help
59293,0,gillian
59294,0,the hell you were buster your
59295,0,friend was messing up my tank and
59296,0,messing up my whales
59297,0,spock
59298,0,they like you very much but they
59299,0,are not the hell your whales
59300,0,gillian
59301,0,i suppose they told you that
59302,0,spock
59303,0,the hell they did
59304,0,ext road near cetacean institute day
59305,0,kirk and spock walking golden gate bridge in the back
59306,0,ground slight tension between them then
59307,0,kirk
59308,0,spock
59309,0,spock
59310,0,yes
59311,0,kirk
59312,0,about those colorful metaphors we
59313,0,discussed i dont think you
59314,0,should try to use them
59315,0,spock
59316,0,why not
59317,0,kirk
59318,0,well for one thing you havent
59319,0,quite got the hang of it
59320,0,spock
59321,0,i see
59322,0,kirk
59323,0,and another thing it is not
59324,0,always necessary to tell the truth
59325,0,spock
59326,0,i cannot tell a lie
59327,0,kirk
59328,0,you dont have to lie you could
59329,0,exaggerate
59330,0,spock
59331,0,exaggerate
59332,0,kirk
59333,0,youve done it before cant you
59334,0,remember
59335,0,spock
59336,0,the hell i cant
59337,0,kirk
59338,0,sighs then
59339,0,what else did you learn from your
59340,0,mind meld
59341,0,spock
59342,0,they are very unhappy about the way
59343,0,their species has been treated by
59344,0,man
59345,0,kirk
59346,0,they have a right to be
59347,0,then
59348,0,do you think theyll help us
59349,0,spock
59350,0,i believe i was successful in
59351,0,communicating our intentions
59352,0,kirk
59353,0,an uncertain beat
59354,0,i see
59355,0,ext whale tank day
59356,0,gillian sits on the edge dangling her feet george
59357,0,and gracie swim back and forth next to her blowing
59358,0,water that showers her she strokes them
59359,0,gillian
59360,0,its all right yes i know its
59361,0,okay they didnt mean any harm
59362,0,the whales make noises they are trying to tell her
59363,0,something but what bob briggs director of the
59364,0,institute comes up behind her
59365,0,bob
59366,0,heard there was some excitement
59367,0,gillian
59368,0,just a couple of kooks
59369,0,bob watches her affectionately from behind kicks off
59370,0,his shoes and rolling up his slacks sits down next to
59371,0,her with his feet in the water
59372,0,bob
59373,0,howre you doing
59374,0,gillian
59375,0,fine just fine
59376,0,bob
59377,0,dont tell me fish stories kiddo
59378,0,ive known you too long
59379,0,gillian
59380,0,bob its tearing me apart
59381,0,bob
59382,0,i know i feel the same thing but
59383,0,were between a rock and a hard
59384,0,place we cant keep them without
59385,0,risking their lives and we cant let
59386,0,them go without a taking the same
59387,0,chance
59388,0,gillian
59389,0,dully
59390,0,yeah
59391,0,bob
59392,0,and finally theyre not human
59393,0,beings you know their
59394,0,intelligence has in no way been
59395,0,proven comparable to ours
59396,0,gillian
59397,0,i dont know about you but my
59398,0,compassion for someone is not
59399,0,limited to my estimate of their
59400,0,intelligence
59401,0,beat
59402,0,i mean whales may not have painted
59403,0,the mona lisa or invented the dirt
59404,0,bike but they didnt ravish the land
59405,0,either
59406,0,bob is rebuked gillian rises
59407,0,gillian
59408,0,continuing
59409,0,sorry if i spoke out of turn
59410,0,bob
59411,0,not at all you gave me things to
59412,0,think about you always do you do
59413,0,sound a little wrecked why dont
59414,0,you go home and stare at the
59415,0,ceiling
59416,0,gillian
59417,0,nods
59418,0,why dont i
59419,0,gillian goes off bob sits then takes his feet out of
59420,0,the tank joe an assistant comes over
59421,0,joe
59422,0,we all squared away
59423,0,bob
59424,0,looks like it
59425,0,joe
59426,0,shes gonna go berserk
59427,0,bob
59428,0,its for her own good joe its the
59429,0,only way shell call me names for
59430,0,a while but then shell calm down
59431,0,and understand
59432,0,ext alameda naval base long shot day
59433,0,establishing
59434,0,a great aircraft carrier at dock the naval base
59435,0,beyond as camera moves in we note from the gangplank
59436,0,banners and the dockside cabanas that this is uss
59437,0,enterprise cvn a definite star trek moment
59438,0,a reverse a parklike area close by and intercut a
59439,0,as shot
59440,0,camera moves to reveal uhura and chekov coming through
59441,0,the trees to discover enterprise in the near distance
59442,0,a moment between them then uhura whips out her
59443,0,tricorder and begins getting some readings as the
59444,0,tricorder beeps chekov pulls out the communicator
59445,0,chekov
59446,0,team leader this is team come
59447,0,in please
59448,0,uhura
59449,0,the beeps increase
59450,0,i have the coordinates of the
59451,0,reactor
59452,0,
59453,0,chekov
59454,0,it gives me a great sense of
59455,0,history
59456,0,uhura
59457,0,it gives me a great sense of danger
59458,0,we have to beam in next to the
59459,0,reactor room not in it
59460,0,kirks voice
59461,0,team kirk here
59462,0,chekov
59463,0,admiral we have found the nuclear
59464,0,wessel
59465,0,ext road kirk and spock intercut as shot
59466,0,kirk
59467,0,ah well done team
59468,0,chekov
59469,0,and admiral its the enterprise
59470,0,kirk
59471,0,understood what is your plan
59472,0,chekovs voice
59473,0,we will beam in tonight collect the
59474,0,photons and beam out no one will
59475,0,ever know we were there
59476,0,kirk
59477,0,understood and approved keep me
59478,0,informed kirk out
59479,0,as kirk is about to start another call on the comuni
59480,0,cator an approaching vehicle makes him put the device
59481,0,away he turns to see
59482,0,a pov a landrover approaching a
59483,0,omitted
59484,0,int landrover day
59485,0,her pov through windshield
59486,0,
59487,0,kirk and spock trudging down the road ahead
59488,0,inside car
59489,0,
59490,0,she reacts keeps her eyes on them and passes them
59491,0,slowly enough so that they look up to see her as she
59492,0,leaves them behind she purses her lips stops the car
59493,0,considers then she backs up
59494,0,kirk and spock
59495,0,kirk
59496,0,its her from the institute if
59497,0,we play our cards right we may
59498,0,learn when those whales are really
59499,0,leaving
59500,0,spock
59501,0,how will playing cards help
59502,0,the land rover backs into the scene kirk acknowledges
59503,0,her presence but continues walking playing it cool
59504,0,gillian begins tracking alongside
59505,0,gillian
59506,0,well if it isnt robin hood and
59507,0,friar tuck
59508,0,no response
59509,0,gillian
59510,0,continuing
59511,0,wherere you fellahs heading
59512,0,kirk eyes her keeps walking
59513,0,kirk
59514,0,back to san francisco
59515,0,gillian
59516,0,came all the way down here to jump
59517,0,in and swim with the kiddies huh
59518,0,kirk
59519,0,theres really very little point in
59520,0,my trying to explain
59521,0,gillian
59522,0,i buy that what about him
59523,0,kirk
59524,0,hes harmless
59525,0,inspiration
59526,0,back in the sixties he was part of
59527,0,the free speech movement at
59528,0,berkeley i think he did too much
59529,0,lds
59530,0,gillian
59531,0,lds are you dyslexic on top of
59532,0,everything else come on lemme
59533,0,give you a lift i have a notorious
59534,0,weakness for hard luck cases
59535,0,thats why i work with whales
59536,0,kirk
59537,0,we dont want to be any trouble
59538,0,gillian
59539,0,youve already been that cmon
59540,0,she stops pushes open the door they get in spock in
59541,0,the middle staring straight ahead
59542,0,kirk
59543,0,thanks
59544,0,gillian
59545,0,dont mention it and dont try
59546,0,anything either i got a tire iron
59547,0,right where i can get at it
59548,0,kirk has no idea what shes talking about silence
59549,0,then to spock
59550,0,gillian
59551,0,continuing
59552,0,so you were at berkeley
59553,0,spock
59554,0,i was not
59555,0,kirk rolls his eyes
59556,0,kirk
59557,0,memory problems too
59558,0,gillian
59559,0,uh huh what about you where
59560,0,you from
59561,0,kirk
59562,0,iowa
59563,0,gillian
59564,0,a landlubber come on what the
59565,0,hell were you boys really trying to
59566,0,do back there was it some kinda
59567,0,macho thing if thats all im
59568,0,gonna be real disappointed i hate
59569,0,that macho type
59570,0,kirk
59571,0,can i ask you something
59572,0,gillian
59573,0,go ahead
59574,0,
59575,0,kirk
59576,0,whats going to happen when you
59577,0,release the whales
59578,0,long pause gillian doesnt like considering this
59579,0,gillian
59580,0,theyre gonna hafta take their
59581,0,chances
59582,0,kirk
59583,0,what does that mean exactly take
59584,0,their chances
59585,0,gillian
59586,0,it means that they will be at risk
59587,0,from whale hunters same as the
59588,0,rest of the humpbacks
59589,0,to spock
59590,0,what did you mean when you said all
59591,0,that stuff back at the institute
59592,0,about extinction
59593,0,spock
59594,0,i meant
59595,0,kirk
59596,0,he meant what you were saying on the
59597,0,tour that if things keep on the
59598,0,way theyre going humpbacks will
59599,0,disappear forever
59600,0,gillian
59601,0,thats not what he said farm boy
59602,0,admiral if we were to assume these
59603,0,whales are ours to do with as we
59604,0,please we would be as guilty as
59605,0,those who caused past tense
59606,0,their extinction
59607,0,pause
59608,0,i have a photographic memory i see
59609,0,words
59610,0,a silence
59611,0,spock
59612,0,to kirk
59613,0,are you sure it isnt time for a
59614,0,colorful metaphor
59615,0,gillian
59616,0,youre not one of those guys from
59617,0,the military are you trying to
59618,0,teach whales to retrieve torpedoes
59619,0,or some dipshit stuff like that
59620,0,kirk
59621,0,no maam no dipshit
59622,0,gillian
59623,0,well thats something ida let
59624,0,you off right here
59625,0,spock
59626,0,suddenly
59627,0,gracie is pregnant
59628,0,gillian stops the car with a squeal of brakes
59629,0,gillian
59630,0,all right who are you and dont
59631,0,jerk me around any more i want to
59632,0,know how you know that
59633,0,kirk
59634,0,we cant tell you
59635,0,she starts to
59636,0,interrupt
59637,0,please just let me finish i
59638,0,can tell you that were not in the
59639,0,military and that we intend no harm
59640,0,to the whales
59641,0,gillian
59642,0,then
59643,0,kirk
59644,0,in fact we may be able to help
59645,0,in ways that frankly you couldnt
59646,0,possibly imagine
59647,0,gillian
59648,0,or believe ill bet
59649,0,kirk
59650,0,he sinks back
59651,0,into his seat
59652,0,very likely youre not exactly
59653,0,catching us at our best
59654,0,spock
59655,0,that much is certain
59656,0,silence
59657,0,kirk
59658,0,you know ive got a hunch wed all
59659,0,be a lot happier talking over
59660,0,dinner what do you say
59661,0,gillian considers this for a moment shes got nothing
59662,0,better to do finally
59663,0,gillian
59664,0,you guys like italian food
59665,0,kirk and spock exchange glances mystified
59666,0,kirk overlapping spock
59667,0,yes no
59668,0,she looks at them what a group
59669,0,ext plexiglass factory burlingame day
59670,0,a big sign plexicorp tells us what this place is
59671,0,int factory work area day
59672,0,scotty dressed conservatively paces back and forth
59673,0,after a moment the manager nichols emerges with
59674,0,bones
59675,0,nichols
59676,0,professor scott im dr nichols
59677,0,plant manager im terribly sorry
59678,0,but theres been an awful mixup
59679,0,would you believe i was never told
59680,0,about your visit
59681,0,bones
59682,0,i tried to clear things up
59683,0,professor scott i explained youd
59684,0,come all the way from edinburgh on
59685,0,appointment to study manufacturing
59686,0,methods here at plexico but they
59687,0,dont seem to know anything about
59688,0,it
59689,0,scotty
59690,0,furious
59691,0,dont know anything about it i
59692,0,find it difficult to believe that
59693,0,ive come millions of miles
59694,0,nichols
59695,0,millions
59696,0,bones
59697,0,thousands the professors
59698,0,understandably upset
59699,0,scotty
59700,0,not missing a beat
59701,0,thousands of miles on an invited
59702,0,tour of inspection only to be
59703,0,informed that i was never invited in
59704,0,the first place
59705,0,nichols
59706,0,professor scott if youll
59707,0,
59708,0,scotty
59709,0,i demand to see the owners i
59710,0,demand
59711,0,bones
59712,0,professor just take it easy dr
59713,0,nichols is offering to take us
59714,0,around personally
59715,0,scotty
59716,0,chagrined
59717,0,he is
59718,0,nichols
59719,0,with pleasure
59720,0,scotty
59721,0,well thats different
59722,0,nichols
59723,0,if youll follow me professor
59724,0,scotty
59725,0,i will can my assistant come too
59726,0,nichols
59727,0,of course
59728,0,scotty starts past bones
59729,0,bones
59730,0,dont bury yourself in the part
59731,0,ext plexiglass factory big yard day
59732,0,
59733,0,sulu moves through the grounds where plexiglass
59734,0,products of all shapes and sizes are stacked in the
59735,0,midst of this sits a great huey helicopter with the
59736,0,company logo on its side its pilot is working on his
59737,0,engine as sulu comes up touches the craft lovingly
59738,0,stares studiously into the cockpit
59739,0,pilot
59740,0,hi
59741,0,sulu
59742,0,hi huey isnt it
59743,0,pilot
59744,0,right on you fly
59745,0,sulu
59746,0,oh here and there
59747,0,pats it
59748,0,i flew something similar in my
59749,0,academy days
59750,0,pilot
59751,0,all right then this is old stuff to
59752,0,you
59753,0,sulu
59754,0,old yes but interesting
59755,0,then
59756,0,do you mind if i ask a few
59757,0,questions
59758,0,int nichols cubicle day
59759,0,an impressive glasswalled cubicle separating the boss
59760,0,from the factory chaos nichols leads scotty and bones
59761,0,inside
59762,0,nichols
59763,0,well so much for the tour of our
59764,0,humble plant i must say
59765,0,professor your knowledge of
59766,0,engineering is most impressive
59767,0,bones
59768,0,back home we call him the miracle
59769,0,worker
59770,0,nichols
59771,0,indeed may i offer you gentlemen
59772,0,anything
59773,0,a look between bones and scotty then
59774,0,scotty
59775,0,doctor nichols i might have
59776,0,something to offer you
59777,0,nichols
59778,0,yes
59779,0,scotty
59780,0,i notice youre still working with
59781,0,polymers
59782,0,nichols
59783,0,mystified
59784,0,sill what else would i be working
59785,0,with
59786,0,scotty
59787,0,ah what else indeed let me put it
59788,0,another way how thick would a piece
59789,0,of your plexiglass need to be at
59790,0,feet by feet to withstand the
59791,0,pressure of cubic feet of
59792,0,water
59793,0,nichols
59794,0,thats easy inches we carry
59795,0,stuff that big in stock
59796,0,scotty
59797,0,yes i noticed now suppose just
59798,0,suppose i could show you a way to
59799,0,manufacture a wall that would do the
59800,0,same job but was only an inch thick
59801,0,would that be worth something to
59802,0,you eh
59803,0,nichols
59804,0,are you joking
59805,0,bones
59806,0,he never jokes perhaps the
59807,0,professor could use your computer
59808,0,nichols
59809,0,please
59810,0,he gestures and scotty sits at a nearby macintosh he
59811,0,surveys the machine quizzically clears his throat and
59812,0,in a loud voice says
59813,0,scotty
59814,0,computer
59815,0,bones steps in quickly picks up the mouse and shoves
59816,0,it into scottys hand scotty looks at the mouse
59817,0,baffled then puts it to his lips like a mike
59818,0,scotty
59819,0,continuing
59820,0,hello computer
59821,0,nichols
59822,0,bewildered
59823,0,just use the keyboard
59824,0,scotty
