Value,Input
0,line of the three prisoners the vulcan youth saavik
0,and david it is like a game of russian roulette
0,we do not know where the blow will fall then the
0,sergeant has picked his victim and raises his dagger
0,back to strike
0,
0,angle
0,it is saavik he intends to kill david his face
0,curled in rage leaps forward grabs the mans arm
0,the struggle is short
0,david takes a knife in the chest
0,
0,int enterprise bridge intercut
0,the cry of pain is heard on the speakers there is a
0,horrible silence that follows
0,kirk
0,saavik david
0,at last we hear the shaken voice of saavik
0,saavik
0,admiral david is dead
0,there is none of these three kirk would have parted
0,with but david he fights back the horror as bones
0,steps to his side but finally he must let it go
0,kirk
0,you klingon bastard youve
0,killed my son
0,kruge takes this news with a blink of triumph calmly
0,kruge
0,there are two more prisoners
0,admiral do you want them killed
0,too
0,a beat
0,surrender your vessel
0,kirk
0,a scream
0,all right damn you all right
0,a trembling mo
0,ment then
0,give me a minute to inform my
0,crew
0,bird of prey
0,kruge pleased his gambit has worked is magnanimous
0,kruge
0,i give two minutes for you and
0,your gallant crew
0,clicks off
0,to torg
0,take every last man form a
0,boarding party armed heavily
0,torg
0,they outnumber us my lord
0,kruge
0,we are klingons once you control
0,the ship i will transfer my flag
0,there and we will take genesis
0,from their own memory banks
0,enterprise bridge
0,the crew has come forward to stand behind kirks com
0,mand chair kirk is staring ahead his eyes glazed
0,mccoy
0,jim you okay
0,kirk turns to face mccoy his face is hollow his eyes
0,staring then in a voice strained with grief
0,kirk
0,mr sulu what is the crew
0,complement of a bird of prey
0,sulu
0,about a dozen officers and men
0,kirk
0,thinking
0,with some on the planet
0,he turns to them his voice hoarse
0,kirk
0,continuing
0,i swear to you were not finished
0,yet
0,mccoy
0,we never have been jim
0,kirk
0,rising
0,bones you and sulu to the
0,transporter room the rest with
0,me we have a job to do
0,as the individuals respond to orders push to kirk as
0,he presses his comm button
0,kirk
0,continuing
0,commander klingon vessel stand by
0,to board this ship on my next signal
0,kruge vo
0,no tricks kirk you have one
0,minute
0,kirk
0,no tricks im looking forward to
0,meeting you kirk out
0,he steps to the science station as chekov and scotty
0,gather round he leans in presses a comm button
0,kirk
0,continuing
0,computer destruct sequence one
0,code one onea
0,int bird of prey
0,kruge is inspecting the six man landing party as
0,sembled by torg they are loaded down with weapons
0,kruge raises his arm and points
0,kruge
0,to the transporter room success
0,torg all
0,success
0,int enterprise bridge
0,chekov
0,computer this is commander
0,chekov acting science officer
0,destruct sequence two code one
0,onea twob
0,scotty steps in now
0,scotty
0,computer this is commander scott
0,chief engineering officer
0,destruct sequence three code one
0,b twob three
0,computer vo
0,destruct sequence completed and
0,engaged awaiting final code for
0,oneminute countdown
0,a moment among them then
0,kirk
0,code zero zero zero destruct
0,zero
0,computer vo
0,one minute fiftynine seconds
0,fiftyeight fiftyseven
0,and they hurry out camera moves to a visual display
0,which is counting in sync with the computer voice
0,bird of prey bridge
0,kruge alone with maltz checks time impatiently hits
0,a talk button
0,kruge
0,kirk your time runs out report
0,a int enterprise corridor kirk scotty chekov a
0,running
0,int enterprise transporter room
0,as kirk scotty and chekov hurry in kirk stops as the
0,others move os
0,kirk
0,everything set
0,sulus voice
0,yes sir hurry
0,kirk
0,flips communicator
0,commander klingon vessel we are
0,energizing transporter beam now
0,as the electronic wind up begins
0,bird of prey bridge
0,kruge
0,transporter stand by
0,enterprise transporter room ilm element
0,as the power whine increases kirk steps on one of the
0,transporter pods joining scotty mccoy sulu and
0,chekov after a few endless seconds they begin to
0,dematerialize and vanish there is a flicker a
0,pause are they returning have they been blocked
0,no the second beam effect materializes the klingon
0,landing party they pause guardedly phasers drawn
0,then led by torg they start out we are faintly
0,aware of a soft computer voice counting off seconds
0,bird of prey bridge
0,kruge waits patiently
0,a int enterprise corridor a
0,the klingon landing party enters proceeds cautiously
0,int bridge enterprise intercut with kruge
0,it is deserted except for the soft computer voice
0,computer vo
0,twentytwo twentyone
0,twenty
0,the sliding door opens and torg leads the klingons in
0,weapons drawn they check out the bridge as the voice
0,continues faintly unobserved by the klingons then
0,torg pulls out his communicator
0,torg
0,my lord the ship appears to be
0,deserted
0,kruges voice
0,how can this be they are hiding
0,torg
0,yes sir but the bridge appears
0,to be run by computer it is the
0,only thing speaking
0,kruges voice
0,speaking let me hear
0,torg puts his communicator close to the computers
0,panel speaker and the voice is quite loud now
0,computer vo
0,six five four three
0,kruges voice
0,get out get out of there get
0,out
0,torg and his men are baffled by kruges distress when a
0,sudden series of explosions engulf the bridge and
0,a int enterprise corridor a
0,a fireball streaks through the empty companionway
0,ext enterprise ext planet int bird of prey
0,series of shots intercut
0,the great ship is wrecked by an explosion then an
0,other and another in a chain of designed destruction
0,ilm
0,the skin of the circular section ruptures cracks open
0,like an arid desert the star drive section bursts and
0,trembles ilm
0,kruge watching in frustrated rage
0,like a fiery comet enterprise falls gracefully out of
0,orbit burning up as she plunges toward her death
0,ilm
0,saavik the young vulcan watching she uncertain
0,he staring blankly
0,we see enterprise in the distance a small fireball in
0,the outer edge of the genesis atmosphere ilm
0,ext genesis planet kirks landing ilm elements
0,the cometlike death of enterprise in the distance is
0,being watched by a silhouetted group as the sun sets
0,reverse angle twilight and intercut
0,the five survivors of enterprise temporarily safe
0,watch in awe and grief as their home of twenty years
0,dies in the ominous sky beyond on each face the
0,light left by enterprise flickers then at last is
0,gone kirk watches with hollowed eyes
0,kirk
0,my god bones what have i done
0,mccoy
0,what you had to do what you
0,always do turned death into a
0,fighting chance to live
0,concerned
0,you hear me jim
0,kirk takes a deep breath nods his understanding to
0,mccoy even as the earth trembles and sulus tri
0,corder begins to go a little wild
0,sulu
0,sir planet core readings
0,unstable changing rapidly
0,kirk
0,what about surface life signs
0,sulu
0,close there
0,kirk
0,draws phaser
0,come on
0,they hurry off in the direction sulu has pointed as
0,the growls and rumbles of the planet begin to
0,accelerate night is falling
0,bird of prey bridge on officer maltz
0,he is watching something os with apprehension widen
0,to reveal kruge in fg going through his own crisis
0,an agony of selfloathing after a moment
0,maltz
0,my lord what are your orders
0,kruge
0,mainly to himself
0,i underestimated him he did
0,the one thing i didnt anticipate
0,he destroyed himself
0,
0,maltz
0,sir may i
0,kruge
0,killing his son was stupid it
0,made kirk willing to die
0,
0,maltz
0,we still have the prisoners
0,sir perhaps their information
0,
0,kruge
0,they are useless it was kirk i
0,needed and i let him slip away
0,maltz
0,but surely our mission has not
0,failed
0,kruge
0,our mission is over i have
0,failed a human has been bolder
0,and more ruthless than i
0,a beat
0,that is the real dishonor
0,as maltz watches him uncertainly
0,ext the klingon camp night
0,the two klingons guard the seated saavik spock is
0,isolated some distance away the death rumblings of
0,the planet begin to increase with each moment the sky
0,beyond occasionally lights with awesome flashes of
0,electrical energy the ground shakes in unpredictable
0,spurts suddenly a tree vaults upward as if pushed
0,from its place by a force below the tree groans an
0,crashes toward the ground the klingons leaping out of
0,its way
0,favoring saavik
0,as the two klingons are distracted and the planets
0,agony continues saavik slips away from them toward
0,spock
0,spock
0,he is seated back to us his aging spasms has begun
0,and with each earth rumble of the planet he suffers
0,the klingons
0,concerned about their own problems and the silence
0,from their ship the sergeant pulls his communicator
0,sergeant
0,lord commander this place is
0,destructing what are your
0,orders
0,static crackles
0,sergeant
0,continuing
0,my lord recommend beaming up
0,ourselves and the prisoners
0,while he waits for an answer his eyes catches saaviks
0,progress toward spock he calls this to his subordi
0,nates attention with a guttural grunt and the second
0,klingon hurries off to correct the situation
0,angle saavik and spock
0,as she nears the suffering vulcan the klingon reaches
0,her and with a strong arm hurls her easily aside
0,the ground rumbles again the vulcan cries out the
0,klingon fascinated by the vulcans behavior
0,approaches then reaches out toward him
0,saavik
0,no dont touch him
0,the klingon ignores he puts his hand on the vulcan
0,and for his trouble in a blur of action gets grabbed
0,whacked and hurled through the air by a burst of the
0,vulcans strength
0,the klingon lands at the base of the gnarled tree and
0,lies quite still his neck broken
0,angle the klingon sergeant
0,reacts in shock to what has happened draws his phaser
0,all business now as he studies
0,the vulcan
0,hands over his face as he twists in pain he emits a
0,long terrible cry the cry weve heard but never
0,seen
0,ext grotesque forest fast trucking shot
0,kirk and the crew are coming to the rescue running
0,amid the tremors and the flashes of light whipped by
0,wind and flailing trees as the cry is heard through
0,the wind they pull up listening the cry again
0,close by kirk leads them out on the run
0,the klingon camp series of shots
0,saavik has returned to try to help spock she holds
0,him now as his spasms continue
0,the sergeant comes forward phaser in hand until he
0,reaches the vulcan held by saavik the klingon stops
0,mesmerized he stares at
0,young spock over saaviks shoulder special fx
0,his features are changing before our eyes his face
0,distending
0,saavik looking back at the klingon clutches the ago
0,nized spock to her trying in some way to protect him
0,the sergeant
0,hes frightened he reflexively raises his phaser
0,angle the clearings edge
0,the flash of lightning illuminates the arrival of kirk
0,and the crew kirk phaser leveled
0,kirk
0,dont move
0,the klingon whirls to face the new threat whips his
0,phaser toward kirk
0,but kirk fires a stun blast
0,angle including the klingon stunt ilm
0,the stun waves zip at the klingon strike him with
0,spectacular force cause him to somersault through the
0,air and then landing lie still
0,back to scene
0,kirk lowers his phaser he and the others stare at
0,saavik holding the now immobile spock
0,the enterprise family reacts with kirk and bones lead
0,ing they rush to saavik
0,angle at spock and saavik
0,kirk and the others have pulled up spock is now coma
0,tose breathing with labored sighs we cannot see his
0,face cradled in saaviks comforting embrace but saavik
0,is looking up at kirk with dazed eyes
0,kirk
0,bones
0,mccoy crosses quickly takes the vulcans form from
0,saavik as she rises to kirk
0,saavik
0,oh admiral
0,even a halfvulcan has a breaking point she sags for
0,just a moment
0,kirk
0,easy saavik its all right
0,as he holds saavik his eyes flick over her shoulder
0,to
0,kirks pov
0,unnoticed up to now half covered by leaves the body
0,of david kirks fallen son
0,back to scene
0,he reacts then with a last comforting hug to saavik
0,he breaks the embrace and heads slowly for davids
0,body she watches him exit shot
0,angle davids body
0,widen to admit kirk as he enters kneels he reaches
0,out touches hiss sons brow wipes a leaf away
0,kirk
0,a intimate whisper
0,my son to thee no star be
0,dark both heaven and earth
0,friend thee forever
0,saavik has come up behind him she hangs back then
0,kirk rises aware of her presence
0,kirk
0,continuing
0,what happened
0,saavik
0,he gave his life to save us that
0,is all i know
0,mccoys voice
0,jim
0,kirk runs hurries out of shot
0,favoring mccoy and spock
0,with the crew gathered around mccoy is scanning the
0,vulcans body soothing his fevered brow we cannot
0,see spocks face but kirk ass he enters and kneels
0,beside mccoy he reacts mesmerized by what he sees
0,kirk
0,bones
0,mccoy
0,rapid aging all genetic
0,functions highly accelerated
0,kirk
0,and his mind
0,mccoy
0,its a void it would seem
0,admiral that ive got all his
0,marbles
0,kirk
0,is there anything we can do
0,saavik
0,only one thing sir get him off
0,this planet his aging is part
0,of whats going on around us
0,there is a lightning flash and an earth tremor and
0,a moan from spock kirk responds rises and crosses
0,out of shot
0,angle with kirk
0,as he moves stops wrestling with the urgency of what
0,must be done then deciding he whips out his
0,communicator
0,kirk
0,to communicator
0,klingon commander this is admiral
0,james t kirk i am alive and
0,well on the planets surface
0,back to kirk
0,kirk
0,i know this will come as a
0,pleasant surprise for you but
0,you see our ship was the victim
0,of an unfortunate accident im
0,sorry about your crew old boy
0,but cest la vie as we say on
0,earth
0,a lightning flash makes him cover his eyes then
0,kirk
0,continuing
0,well im waiting for you
0,what is your answer
0,only static more
0,desperately
0,i have what you want i have the
0,secret of genesis but youll
0,have to bring us up there to get
0,it do you hear me
0,more static kirks ploy has apparently failed he
0,sags a bit starts back toward the crew when another
0,series of flashes blind them all as the planet rumbles
0,with sound and fury and spock moans then kirk and
0,crew do not see what to do
0,in the near distance amid the flashings a figure is
0,revealed lost in the confusion it is kruge phaser
0,in hand
0,kruge
0,drop all weapons
0,omitted
0,angle favoring kirk and crew past kruge
0,kirk and the others look up in shock then rise slowly
0,hands in the air kruge moves closer pointing
0,kruge
0,over there all but kirk
0,the group moves to a cleared space indicated leaving
0,spocks form behind
0,kruge
0,continuing to
0,his comm
0,maltz prisoners are at beam
0,coordinates standby
0,kirk
0,easily
0,you should take the vulcan too
0,kruge
0,no
0,kirk
0,but why
0,kruge
0,because you wish it
0,then in klingon
0,maltz activate beam
0,fx shot beam effect ilm elements
0,mccoy scotty sulu chekov and saavik disappear in the
0,beam effect and are gone
0,
0,back to scene kirk and kruge
0,a flash of lightning a movement of earth the sudden
0,hiss of a fissure of steam through the surface and
0,the two men face each other shouting above the planet
0,noises
0,kruge
0,genesis i want it
0,kirk
0,beam the vulcan up and we talk
0,kruge
0,give me what i want and ill
0,consider it
0,kirk
0,you fool look around you this
0,planet is destroying itself
0,kruge
0,yes exhilarating isnt it
0,kirk
0,if we dont help each other well
0,all die here
0,kruge
0,perfect thats the way it shall
0,be give me genesis
0,suddenly the very ground on which he stands seems to
0,become an elevator he is carried rapidly upward on a
0,craggy rock formation which bursts upward out of the
0,ground kruge tumbles and kirk seizes the opportunity
0,the fight series of shots
0,kirk leaps upon kruge and they roll and struggle on the
0,churning erupting ground
0,they are evenly matched kirks opening momentum holds
0,until kruges great size begins to turn the tide he
0,takes temporary command with swift vicious kicks and
0,punches kirk is down
0,kruge now looks around for his phase starts for it
0,but kirk in a series of ground rolls trips kruge up
0,with his legs and comes on
0,the offbalance kruge now takes a series of punches
0,from kirk which make him reel backward near the edge of
0,the promontory a final blow from kirk forces kruge
0,over the edge and he
0,tumbles and rolls down the fifteen foot slope kirk
0,peers over the edge to see
0,kirks pov ilm elements
0,kruge has landed on a level precipice about fifteen
0,feet in diameter beyond that is an endless drop into
0,a chasm the bottom of which has become a glowing red
0,river of lava
0,on the precipice up angled ilm elements
0,as kruge rises to his feet kirk without hesitation
0,soars into the air from above and dives upon kruge the
0,momentum of the dive taking both men right to the edge
0,of the final drop they work their way to their feet
0,and continue the struggle anew pieces of the rock edge
0,slipping away under their feet as they scuffle kirk
0,is winning until
0,with a burst of energy kruge shoves kirk hard and kirk
0,slams into a wall of stone dazed kruge has him
0,but as he starts to step forward the edge of the rock he
0,is standing on starts to slip
0,full the precipice ilm elements
0,kirk on the left against the wall kruge on the right
0,on the edge kruge is dropping lower the rock forma
0,tion he is on now breaks away carrying him outward
0,kirk
0,shouts
0,jump damn you
0,kruge does jump forward at the last possible instant as
0,the rock falls away he leaps to
0,the new edge of the precipice ilm elements
0,where kruge lands precariously hanging on almost by
0,his fingernails hes holding on as best as he can his
0,legs flailing unable to gain any purchase to boost him
0,up
0,kirk recovering his own strength sees kruge in this
0,helpless situation he comes forward to the edge
0,kneels over the klingon
0,kirk
0,give me your hand and we both
0,live
0,kruge
0,screams a curse in klingon
0,kirk
0,dont be a fool give me your
0,hand
0,kruge looks down measuring the terror below as if
0,considering then with sudden and explosive strength
0,vaults upward making a desperate grab for kirk he has
0,a leg suddenly kirk is fighting not to be pulled
0,over the edge he is losing that fight till he
0,lashes out with a blow the klingons grip slips yet
0,he hangs on tenaciously until with a cry of rage
0,kirk
0,continuing
0,i have had enough of you
0,kirk turns and kicks kruge mightily and the klingon
0,begins his fall
0,wide down angled shot ilm elements
0,kirk in fg watches as kruge tumbles endlessly toward
0,the steaming red hot lava beds below
0,on kirk
0,he turns now to his ultimate problem the planet is
0,caving in around him he starts to scramble up the
0,steep slope back to the promontory where
0,the promontory spock
0,his inert body lies surrounded by new bursts of steam
0,from the cracking earth
0,angle kirk ilm element
0,behind him we see the first signs of a fast rising
0,fireball sun he claws his way back to the top level
0,and races to spocks fallen form he kneels and turns
0,the body over to see
0,past kirk to spock
0,we see the face at last it is spock at the age he
0,died
0,but he is also a haggard ravaged shell of a being
0,almost again dead from the agonies of change and
0,even now with soft frightening sounds giving
0,indications of the final changes that lie just ahead
0,kirk sun larger behind him ilm elements
0,amid the death knell of this place kirk knows it is
0,now or never a desperate idea forms with
0,determination he picks spock up and shoulders him
0,then drawing his communicator he flips it open and
0,takes his best shot
0,kirk
0,in guttural klingon
0,maltz activate beam
0,there is a moment of uncertainty kirk is about to try
0,again when the klingon beam sound begins and
0,beam up effect ilm elements
0,amid the groans flashes the hisses of steam and
0,falling debris kirk carrying spock dematerializes in
0,the klingon beam even as the sun appears to be coming
0,closer
0,master the deserted planet ilm shot
0,and closer still casting yellow white light over
0,the disintegrating surface
0,int bird of prey
0,the doors whoosh open and kirk carrying the inert
0,spock steps out phaser at the ready
0,reverse including kirk
0,maltz on the captains deck the enterprise prisoners
0,below maltz turns expecting kruge and is clearly
0,astonished as he raises his hands kirk steps forward
0,kirk
0,how many more
0,scotty
0,just him sir
0,kirk
0,bones help spock everyone else
0,find a station
0,a flurry of activity as the crew moves into position in
0,the strange yet familiar bridge mccoy takes spock
0,from kirk guides him out of scene and saavik takes
0,maltz phaser and steps back to maltz
0,kirk
0,continuing
0,you help us or die
0,maltz
0,i do not deserve to live
0,kirk
0,fine ill kill you later lets
0,get out of here
0,and so saying he dashes out of shot followed by
0,saavik the klingon can only stare in confusion
0,space the genesis planet ilm
0,we are near her now erupting surface flames shoot
0,out beyond her sun waits former friend now ready
0,to accept the planet in death
0,bridge bird of prey
0,kirk in command sulu and saavik on nearby station
0,they are confronted by familiar tools but baffling
0,zymology
0,kirk
0,anyone here read klingon
0,no one does
0,kirk
0,continuing
0,well take your best shot
0,engineering panel
0,scotty hunched over the console chekov hunched over
0,him
0,chekov
0,if you can bypass into the module
0,scotty
0,fine but wheres the damn anti
0,matter inducer
0,chekov
0,this no this
0,scotty
0,this or nothing
0,scotty makes several adjustments presses some buttons
0,then with a deep breath moves a sliding handle for
0,ward a high whine starts wavers then grows robust
0,bridge
0,sulu responds to the panel indicator
0,sulu
0,if i read this right sir we have
0,full power
0,kirk
0,go sulu
0,sulu impels the throttle device
0,space bird of prey ilm
0,turning gracefully she gains speed passes camera and
0,heads for the stars with increasing velocity breaking
0,to warp speed as
0,space genesis and her sun ilm
0,the planet is now heading toward the sun we watch
0,in wonder as she gains speed and becomes a glazing
0,fireball plummeting spectacularly to her own
0,destruction
0,bridge bird of prey
0,the mood is subdued somber
0,saavik
0,the genesis planet is gone
0,kirk
0,a whisper
0,goodbye david
0,sulu
0,we are clear and free to navigate
0,kirk
0,best speed to vulcan mr
0,chekov take the prisoners below
0,chekov
0,aye sir
0,as he starts to
0,maltz
0,wait you said you would kill me
0,kirk
0,i lied
0,at kirks gesture chekov leads maltz out kirk turns
0,back to his panel
0,sulu
0,estimating vulcan at point one
0,niner
0,camera moves in to kirk and saavik
0,kirk
0,saavik message to ambassador
0,sarek tell him we bring mccoy
0,and a living spock ask him to
0,prepare for the katra ritual
0,saavik raises an eyebrow
0,saavik
0,yes admiral but that
0,may not be possible
0,kirk
0,turning
0,what what are you saying
0,saavik
0,the katra ritual is meant to
0,deposit spocks consciousness in
0,the hall of ancient thought not
0,in his body
0,kirk
0,but we have spock alive thats
0,more than we bargained for
0,saavik
0,or less what you describe is called
0,fal tor pan the refusion it is
0,very dangerous the elders may not
0,choose to attempt it
0,kirk
0,and if they dont what will
0,happen to spock
0,saavik
0,he will remain always as he
0,is
0,as kirk wrestles with the horror of this we see
0,int bird of prey sick bay close spock
0,he is pale comatose fragile looking widen as bones
0,passes a scanner over the form the scanners sound is
0,feeble mccoy stops in frustration checks spocks
0,eyes then turns back wearily softly as camera
0,begins to arc around them
0,mccoy
0,wearily
0,spock ive done everything i
0,know to do help me you
0,struck me with it for gods sake
0,teach me what to do with it
0,a pause then
0,i never thought id say this
0,to you but it seems ive missed you
0,and i couldnt bear to lose you again
0,he lowers his head in helpless grief on the form of the
0,unmoving spock and cameras arc has revealed kirk
0,standing watching kirk steps forward now puts his
0,hand gently on mccoy then on spock three lives
0,intertwined for so long
0,space the planet vulcan ilm
0,hold the roar of an unseen spaceship is heard and
0,the bird of prey enters shot heading toward vulcan
0,int bridge bird of prey
0,as kirk enters
0,sulu
0,the planet vulcan in hailing
0,distance sir
0,kirk
0,saavik send to ambassador sarek
0,tell him were coming in
0,ext the vulcan temple area high full angle dusk
0,ilm
0,looking down on the awesome mountainous landscape with
0,a temple complex on a high forbidding peak slow zoom
0,in to match
0,ext temple area up angled close sarek dusk
0,zooming at comparable speed to a close up of spocks
0,father
0,a voice
0,on approach permission to land
0,sarek
0,permission granted tell kirk
0,well be ready
0,camera pans now from sarek to reveal uhura in uniform
0,uhura
0,ill send the message sir
0,ext vulcan bird of prey ilm
0,at impulse power approach speed her wings config
0,urate into atmospheric lift generating airfolis she
0,glides
0,int bird of prey
0,kirk
0,mr sulu youre on manual
0,sulu
0,its been a while sir here we
0,go retrothrusters
0,ext vulcan bird of prey dusk ilm
0,as the ship descends slowly and gracefully to a soft
0,landing in the temple area retros kicking dust
0,int bird of prey
0,as energizers wind down kirk hits comm
0,kirk
0,bones lets get him offloaded
0,ext vulcan landing area close in bird of prey
0,as a ramp section of the plane hisses and lowers to the
0,ground spock is carried down on a litter borne by his
0,friends as they reach the bottom kirk is in fg
0,and looks in amazement to see
0,pov ilm elements
0,the great hill to the temple is lined with hundreds of
0,vulcans many with torches it is most impressive
0,back to kirk mccoy saavik
0,
0,kirk
0,my god
0,saavik
0,much is at stake
0,then kirk sees something else reacts as
0,uhura
0,crosses to the crew is hugged by kirk her eyes are
0,moist with emotion as
0,uhura
0,sarek is waiting above
0,kirk nods and uhura falls in place behind him helping
0,to carry spocks form with the others they now carry
0,spock out of scene as we begin to hear ritual chants
0,and music in the distance
0,dissolve to
0,ext vulcan hill series of shots night
0,the procession is in progress through a path lined on
0,both sides by simplyrobed vulcans of all ages
0,spocks form makes passage to stately music
0,various shots
0,vulcans responding to spocks passage
0,feature a small girl releases herself from her
0,fathers grip and moves alongside the body makes the
0,vulcan salute and whispers with great solemnity
0,small girl
0,live long and prosper spock
0,reaction cuts from kirk and the others and we
0,dissolve to
0,ext vulcan upper level of temple area series of
0,shots
0,sarek some dignitaries and six vulcan women tall and
0,stately are waiting musicians are close by now as
0,the enterprise group reaches sarek he steps forward to
0,meet them now a silence falls
0,sarek stands at his sons head and gently places his
0,two hands on spocks face when he is done he looks
0,at kirk and mccoy they search his face for some
0,indication of hope but sarek is expressionless he
0,steps back now gestures the vulcan women come
0,forward and take spock from his friends
0,as the transfer is completed the procession begins
0,again toward the temple entry sarek falls in behind
0,the body kirk and his group follow him
0,dissolve to
0,int vulcan temple series of shots
0,the hall of ancient thought lined with massive heads
0,of stone dolly with the procession as an amazing
0,thing takes place
0,as spocks body moves now seen now blocked by
0,passing forms we realize the bearers hands are
0,no longer under the body but are on top of it
0,the magic of this moment is not lost on kirk bones and
0,the others as we
0,
0,dissolve to
0,ext vulcan altar area series of shots ilm elements
0,a great saucershaped platform under the vulcan sky
0,with an altar at the far end the dramatic figure of a
0,vulcan priestess stands there rising into the air
0,behind her is an elegant version of the vulcan hand
0,salute shaped in gleaming metal
0,the bearers continue with spock toward the altar but
0,sarek stops here on the threshold and stops kirk and
0,group
0,sarek
0,this is where you will wait
0,sarek turns to face the altar spocks body is
0,deposited there to ritual music then the powerful
0,chant of the high priestess begins
0,kirk and mccoy and the others stare in awe at what is
0,happening as the priestess chant flows over them
0,then the chant ends sarek steps forward a horn
0,sounds then
0,priestess
0,sarek child of skon child of
0,solkar the body of your son
0,breathes still what is your
0,wish
0,sarek
0,i ask for faltorpan the
0,refusion
0,priestess
0,what you seek has not been done
0,since ages past and then only
0,in legend your request is not
0,logical
0,
0,sarek
0,forgive me tlar my logic
0,falters where my son is
0,concerned
0,she looks at him for a long moment then
0,priestess
0,who is the keeper of the katra
0,as sareks nod and kirks urgent look bones replies
0,uncertainly
0,mccoy
0,i am mccoy leonard h
0,adding
0,son of david
0,priestess
0,deep ominous
0,mccoy son of david since
0,thou art human we cannot expect
0,thee to understand fully what
0,sarek has requested the
0,circumstances are extraordinary
0,spocks body lives with your
0,approval we shall use all our
0,powers to return to his body that
0,which you possess his essence
0,but mccoy
0,a pause
0,you must now be warned the
0,danger to thyself is as grave as
0,the danger to spock
0,this impacts on
0,mccoy and kirk
0,you must make the choice
0,mccoy
0,pause then
0,i choose the danger
0,then aside to
0,kirk
0,helluva time to ask
0,priestess
0,bring him forward
0,as sarek leads bones toward the altar we hold on
0,kirks new apprehension
0,the altar intercut with kirk and crew series of
0,shots
0,sarek and mccoy reach the altar and sarek departs
0,the priestess intones another short chant punctuated
0,by gongs and musical emphatics then chant and music
0,stop and we hear only the gentle sound of the wind and
0,faroff temple chimes she places a hand on bones
0,face another on spocks then eerily
0,priestess
0,all that can be done shall be
0,done though it take full turn
0,of the vulcan sun
0,soft music now she begins drifting into a trance like
0,mind meld chanting softly almost inaudibly
0,close on mccoy and spock their eyes are closed
0,a sense of kinetic energy somehow passing between
0,them
0,the crew of the enterprise each and all waiting
0,full shot from above
0,the great altar area the land and valley beyond
0,lightning streaks the sky
0,close kirk slow move in
0,the lightning flashes are reflected in his face as we
0,move slowly in on his concerned face and very slowly
0,long dissolve to
0,ext vulcan temple area high full shot sunrise
0,ilm
0,the early morning sun casts a different longshadowed
0,hot look on the altar and threshold
0,outside the altar kirk the crew
0,from where they had watched from last night here they have
0,waited lain down they are beginning to stir when the
0,sound of a gong brings them fully awake they rise
0,bleary eyed to see
0,their pov toward the altar
0,the high priestess exhausted is being carried out of
0,the altar area on a sedan chair as she leaves sarek
0,supporting a weary mccoy heads a procession of hooded
0,robed priests among them we now see a hooded robed
0,figure all in white
0,the procession is passing kirks party while kirk and
0,the crew can only stare in uncertainty then sarek
0,signals the others to continue while he with mccoy
0,breaks off and comes to kirk
0,kirk and crew
0,they wait now as bones leaning on sarek enters shot
0,kirk
0,bones
0,mccoy
0,all right im all right jim
0,sulu and scotty reach for him help support him he is
0,weakened but otherwise all right kirk gestures
0,toward the whiterobed figure walking slowly away
0,
0,kirk
0,what about spock
0,sarek
0,i am not sure only time will
0,answer
0,then
0,kirk i thank you what you have
0,done is
0,kirk
0,what i have done i had to do
0,sarek
0,but at what cost your ship
0,your son
0,kirk
0,if i hadnt tried the cost would
0,have been my soul
0,
0,sarek looks at him with deep admiration then turns
0,and heads back to the group of priests the wind
0,blows and
0,kirk and group
0,they are now looking into the low sun shading their
0,eyes for a last look at the whiterobed figure
0,pov sarek and group long lens
0,they are moving slowly away when suddenly the white
0,robed figure stops turns toward the enterprise group
0,close the white hood
0,we cannot see the features beneath but we know the
0,figure is staring after a moment the figure starts
0,back to the enterprise group as two priests reach to
0,stop him they are stayed by sarek who now watches
0,with interest
0,kirk and group
0,watching with held breath as the whiterobed figure
0,walks steadily to them reaches them
0,the figure
0,back lit the wind whips his garment now he lowers
0,his hood we see spock a radiant gentled spock
0,his age is as we have known it his hair his face the
0,same he would look at peace except for the eyes which
0,remain hollow filled with questions and uncertainties
0,scene various angles
0,the enterprise crew each of them stares back at spock
0,as subjective camera pans past them slowly each makes his
0,own effort to be remembered but
0,spock remains churning but uncertain then he looks
0,hardest at all at
0,kirk the wind whips his hair
0,something triggers in spock he steps forward and
0,then in an odd rusty voice
0,spock
0,i know you do i not
0,kirk
0,yes and i know you
0,spock
0,my father says you have been my
0,friend you came back for me
0,kirk
0,you would have done the same for
0,me
0,spock
0,searching
0,why would you do this
0,kirk
0,grasping to make
0,a connection
0,because the needs of the one
0,outweighed the needs of the many
0,spock stares at him a vague connection has been made
0,but not enough spock turns away in uncertainty
0,begins walking back to the group he left kirk raises
0,his helpless hand after spock wondering what he might
0,have said should have said when suddenly
0,spock stops back to kirk he closes his eyes looks
0,to the sky and like someone who has found a piece of
0,a puzzle he says
0,spock
0,i have been and ever shall
0,be your friend
0,kirk steps forward a few steps hushed encouraging
0,kirk
0,yes yes spock
0,spock
0,half turns
0,the ship out of danger
0,kirk
0,deeply
0,you saved the ship spock you
0,saved us all dont you remember
0,there is an odd moment after kirks impassioned speech
0,spock cocks his head as if some vital piece of informa
0,tion had just clicked into place
0,spock
0,softly
0,jim your name is jim
0,kirks eyes well with tears he nods his head
0,kirk
0,yes
0,their eyes are locked together spock gives a little
0,nod of satisfaction as if knowing he has taken the
